batch,allocator,dfi_or_source,query
allocator_dfi_crosscheck,PIC GEPF,AfDB,"""PIC GEPF"" ""AfDB"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,AfDB,"""PIC GEPF"" ""AfDB"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,AfDB,"""PIC GEPF"" ""AfDB"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,AfDB,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,AfDB,"""PIC GEPF"" ""alongside"" ""AfDB"" fund"
allocator_dfi_crosscheck,PIC GEPF,BII CDC Group,"""PIC GEPF"" ""BII CDC Group"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,BII CDC Group,"""PIC GEPF"" ""BII CDC Group"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,BII CDC Group,"""PIC GEPF"" ""BII CDC Group"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,BII CDC Group,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,BII CDC Group,"""PIC GEPF"" ""alongside"" ""BII CDC Group"" fund"
allocator_dfi_crosscheck,PIC GEPF,FMO,"""PIC GEPF"" ""FMO"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,FMO,"""PIC GEPF"" ""FMO"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,FMO,"""PIC GEPF"" ""FMO"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,FMO,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,FMO,"""PIC GEPF"" ""alongside"" ""FMO"" fund"
allocator_dfi_crosscheck,PIC GEPF,Norfund,"""PIC GEPF"" ""Norfund"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,Norfund,"""PIC GEPF"" ""Norfund"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,Norfund,"""PIC GEPF"" ""Norfund"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,Norfund,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,Norfund,"""PIC GEPF"" ""alongside"" ""Norfund"" fund"
allocator_dfi_crosscheck,PIC GEPF,IFC,"""PIC GEPF"" ""IFC"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,IFC,"""PIC GEPF"" ""IFC"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,IFC,"""PIC GEPF"" ""IFC"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,IFC,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,IFC,"""PIC GEPF"" ""alongside"" ""IFC"" fund"
allocator_dfi_crosscheck,PIC GEPF,Proparco,"""PIC GEPF"" ""Proparco"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,Proparco,"""PIC GEPF"" ""Proparco"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,Proparco,"""PIC GEPF"" ""Proparco"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,Proparco,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,Proparco,"""PIC GEPF"" ""alongside"" ""Proparco"" fund"
allocator_dfi_crosscheck,PIC GEPF,DEG,"""PIC GEPF"" ""DEG"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,DEG,"""PIC GEPF"" ""DEG"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,DEG,"""PIC GEPF"" ""DEG"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,DEG,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,DEG,"""PIC GEPF"" ""alongside"" ""DEG"" fund"
allocator_dfi_crosscheck,PIC GEPF,Dutch Good Growth Fund DGGF,"""PIC GEPF"" ""Dutch Good Growth Fund DGGF"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,Dutch Good Growth Fund DGGF,"""PIC GEPF"" ""Dutch Good Growth Fund DGGF"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,Dutch Good Growth Fund DGGF,"""PIC GEPF"" ""Dutch Good Growth Fund DGGF"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,Dutch Good Growth Fund DGGF,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,Dutch Good Growth Fund DGGF,"""PIC GEPF"" ""alongside"" ""Dutch Good Growth Fund DGGF"" fund"
allocator_dfi_crosscheck,PIC GEPF,IFU,"""PIC GEPF"" ""IFU"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,IFU,"""PIC GEPF"" ""IFU"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,IFU,"""PIC GEPF"" ""IFU"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,IFU,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,IFU,"""PIC GEPF"" ""alongside"" ""IFU"" fund"
allocator_dfi_crosscheck,PIC GEPF,EBID,"""PIC GEPF"" ""EBID"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,EBID,"""PIC GEPF"" ""EBID"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,EBID,"""PIC GEPF"" ""EBID"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,EBID,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,EBID,"""PIC GEPF"" ""alongside"" ""EBID"" fund"
allocator_dfi_crosscheck,PIC GEPF,DBSA,"""PIC GEPF"" ""DBSA"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,PIC GEPF,DBSA,"""PIC GEPF"" ""DBSA"" ""first close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,DBSA,"""PIC GEPF"" ""DBSA"" ""final close"" Africa fund"
allocator_dfi_crosscheck,PIC GEPF,DBSA,"""PIC GEPF"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,PIC GEPF,DBSA,"""PIC GEPF"" ""alongside"" ""DBSA"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,AfDB,"""Public Investment Corporation Government Employees Pension Fund"" ""AfDB"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,AfDB,"""Public Investment Corporation Government Employees Pension Fund"" ""AfDB"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,AfDB,"""Public Investment Corporation Government Employees Pension Fund"" ""AfDB"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,AfDB,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,AfDB,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""AfDB"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,BII CDC Group,"""Public Investment Corporation Government Employees Pension Fund"" ""BII CDC Group"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,BII CDC Group,"""Public Investment Corporation Government Employees Pension Fund"" ""BII CDC Group"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,BII CDC Group,"""Public Investment Corporation Government Employees Pension Fund"" ""BII CDC Group"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,BII CDC Group,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,BII CDC Group,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""BII CDC Group"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,FMO,"""Public Investment Corporation Government Employees Pension Fund"" ""FMO"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,FMO,"""Public Investment Corporation Government Employees Pension Fund"" ""FMO"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,FMO,"""Public Investment Corporation Government Employees Pension Fund"" ""FMO"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,FMO,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,FMO,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""FMO"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Norfund,"""Public Investment Corporation Government Employees Pension Fund"" ""Norfund"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Norfund,"""Public Investment Corporation Government Employees Pension Fund"" ""Norfund"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Norfund,"""Public Investment Corporation Government Employees Pension Fund"" ""Norfund"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Norfund,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Norfund,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""Norfund"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,IFC,"""Public Investment Corporation Government Employees Pension Fund"" ""IFC"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,IFC,"""Public Investment Corporation Government Employees Pension Fund"" ""IFC"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,IFC,"""Public Investment Corporation Government Employees Pension Fund"" ""IFC"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,IFC,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,IFC,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""IFC"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Proparco,"""Public Investment Corporation Government Employees Pension Fund"" ""Proparco"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Proparco,"""Public Investment Corporation Government Employees Pension Fund"" ""Proparco"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Proparco,"""Public Investment Corporation Government Employees Pension Fund"" ""Proparco"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Proparco,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Proparco,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""Proparco"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,DEG,"""Public Investment Corporation Government Employees Pension Fund"" ""DEG"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,DEG,"""Public Investment Corporation Government Employees Pension Fund"" ""DEG"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,DEG,"""Public Investment Corporation Government Employees Pension Fund"" ""DEG"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,DEG,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,DEG,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""DEG"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Dutch Good Growth Fund DGGF,"""Public Investment Corporation Government Employees Pension Fund"" ""Dutch Good Growth Fund DGGF"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Dutch Good Growth Fund DGGF,"""Public Investment Corporation Government Employees Pension Fund"" ""Dutch Good Growth Fund DGGF"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Dutch Good Growth Fund DGGF,"""Public Investment Corporation Government Employees Pension Fund"" ""Dutch Good Growth Fund DGGF"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Dutch Good Growth Fund DGGF,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,Dutch Good Growth Fund DGGF,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""Dutch Good Growth Fund DGGF"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,IFU,"""Public Investment Corporation Government Employees Pension Fund"" ""IFU"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,IFU,"""Public Investment Corporation Government Employees Pension Fund"" ""IFU"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,IFU,"""Public Investment Corporation Government Employees Pension Fund"" ""IFU"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,IFU,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,IFU,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""IFU"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,EBID,"""Public Investment Corporation Government Employees Pension Fund"" ""EBID"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,EBID,"""Public Investment Corporation Government Employees Pension Fund"" ""EBID"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,EBID,"""Public Investment Corporation Government Employees Pension Fund"" ""EBID"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,EBID,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,EBID,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""EBID"" fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,DBSA,"""Public Investment Corporation Government Employees Pension Fund"" ""DBSA"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,DBSA,"""Public Investment Corporation Government Employees Pension Fund"" ""DBSA"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,DBSA,"""Public Investment Corporation Government Employees Pension Fund"" ""DBSA"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,DBSA,"""Public Investment Corporation Government Employees Pension Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Public Investment Corporation Government Employees Pension Fund,DBSA,"""Public Investment Corporation Government Employees Pension Fund"" ""alongside"" ""DBSA"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,AfDB,"""Eskom Pension and Provident Fund"" ""AfDB"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,AfDB,"""Eskom Pension and Provident Fund"" ""AfDB"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,AfDB,"""Eskom Pension and Provident Fund"" ""AfDB"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,AfDB,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,AfDB,"""Eskom Pension and Provident Fund"" ""alongside"" ""AfDB"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,BII CDC Group,"""Eskom Pension and Provident Fund"" ""BII CDC Group"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,BII CDC Group,"""Eskom Pension and Provident Fund"" ""BII CDC Group"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,BII CDC Group,"""Eskom Pension and Provident Fund"" ""BII CDC Group"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,BII CDC Group,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,BII CDC Group,"""Eskom Pension and Provident Fund"" ""alongside"" ""BII CDC Group"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,FMO,"""Eskom Pension and Provident Fund"" ""FMO"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,FMO,"""Eskom Pension and Provident Fund"" ""FMO"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,FMO,"""Eskom Pension and Provident Fund"" ""FMO"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,FMO,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,FMO,"""Eskom Pension and Provident Fund"" ""alongside"" ""FMO"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Norfund,"""Eskom Pension and Provident Fund"" ""Norfund"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Norfund,"""Eskom Pension and Provident Fund"" ""Norfund"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Norfund,"""Eskom Pension and Provident Fund"" ""Norfund"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Norfund,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Norfund,"""Eskom Pension and Provident Fund"" ""alongside"" ""Norfund"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,IFC,"""Eskom Pension and Provident Fund"" ""IFC"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,IFC,"""Eskom Pension and Provident Fund"" ""IFC"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,IFC,"""Eskom Pension and Provident Fund"" ""IFC"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,IFC,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,IFC,"""Eskom Pension and Provident Fund"" ""alongside"" ""IFC"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Proparco,"""Eskom Pension and Provident Fund"" ""Proparco"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Proparco,"""Eskom Pension and Provident Fund"" ""Proparco"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Proparco,"""Eskom Pension and Provident Fund"" ""Proparco"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Proparco,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Proparco,"""Eskom Pension and Provident Fund"" ""alongside"" ""Proparco"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,DEG,"""Eskom Pension and Provident Fund"" ""DEG"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,DEG,"""Eskom Pension and Provident Fund"" ""DEG"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,DEG,"""Eskom Pension and Provident Fund"" ""DEG"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,DEG,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,DEG,"""Eskom Pension and Provident Fund"" ""alongside"" ""DEG"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Dutch Good Growth Fund DGGF,"""Eskom Pension and Provident Fund"" ""Dutch Good Growth Fund DGGF"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Dutch Good Growth Fund DGGF,"""Eskom Pension and Provident Fund"" ""Dutch Good Growth Fund DGGF"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Dutch Good Growth Fund DGGF,"""Eskom Pension and Provident Fund"" ""Dutch Good Growth Fund DGGF"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Dutch Good Growth Fund DGGF,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,Dutch Good Growth Fund DGGF,"""Eskom Pension and Provident Fund"" ""alongside"" ""Dutch Good Growth Fund DGGF"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,IFU,"""Eskom Pension and Provident Fund"" ""IFU"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,IFU,"""Eskom Pension and Provident Fund"" ""IFU"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,IFU,"""Eskom Pension and Provident Fund"" ""IFU"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,IFU,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,IFU,"""Eskom Pension and Provident Fund"" ""alongside"" ""IFU"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,EBID,"""Eskom Pension and Provident Fund"" ""EBID"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,EBID,"""Eskom Pension and Provident Fund"" ""EBID"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,EBID,"""Eskom Pension and Provident Fund"" ""EBID"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,EBID,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,EBID,"""Eskom Pension and Provident Fund"" ""alongside"" ""EBID"" fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,DBSA,"""Eskom Pension and Provident Fund"" ""DBSA"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,DBSA,"""Eskom Pension and Provident Fund"" ""DBSA"" ""first close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,DBSA,"""Eskom Pension and Provident Fund"" ""DBSA"" ""final close"" Africa fund"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,DBSA,"""Eskom Pension and Provident Fund"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,Eskom Pension and Provident Fund,DBSA,"""Eskom Pension and Provident Fund"" ""alongside"" ""DBSA"" fund"
allocator_dfi_crosscheck,SSNIT Ghana,AfDB,"""SSNIT Ghana"" ""AfDB"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,SSNIT Ghana,AfDB,"""SSNIT Ghana"" ""AfDB"" ""first close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,AfDB,"""SSNIT Ghana"" ""AfDB"" ""final close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,AfDB,"""SSNIT Ghana"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,SSNIT Ghana,AfDB,"""SSNIT Ghana"" ""alongside"" ""AfDB"" fund"
allocator_dfi_crosscheck,SSNIT Ghana,BII CDC Group,"""SSNIT Ghana"" ""BII CDC Group"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,SSNIT Ghana,BII CDC Group,"""SSNIT Ghana"" ""BII CDC Group"" ""first close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,BII CDC Group,"""SSNIT Ghana"" ""BII CDC Group"" ""final close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,BII CDC Group,"""SSNIT Ghana"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,SSNIT Ghana,BII CDC Group,"""SSNIT Ghana"" ""alongside"" ""BII CDC Group"" fund"
allocator_dfi_crosscheck,SSNIT Ghana,FMO,"""SSNIT Ghana"" ""FMO"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,SSNIT Ghana,FMO,"""SSNIT Ghana"" ""FMO"" ""first close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,FMO,"""SSNIT Ghana"" ""FMO"" ""final close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,FMO,"""SSNIT Ghana"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,SSNIT Ghana,FMO,"""SSNIT Ghana"" ""alongside"" ""FMO"" fund"
allocator_dfi_crosscheck,SSNIT Ghana,Norfund,"""SSNIT Ghana"" ""Norfund"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,SSNIT Ghana,Norfund,"""SSNIT Ghana"" ""Norfund"" ""first close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,Norfund,"""SSNIT Ghana"" ""Norfund"" ""final close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,Norfund,"""SSNIT Ghana"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,SSNIT Ghana,Norfund,"""SSNIT Ghana"" ""alongside"" ""Norfund"" fund"
allocator_dfi_crosscheck,SSNIT Ghana,IFC,"""SSNIT Ghana"" ""IFC"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,SSNIT Ghana,IFC,"""SSNIT Ghana"" ""IFC"" ""first close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,IFC,"""SSNIT Ghana"" ""IFC"" ""final close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,IFC,"""SSNIT Ghana"" ""anchored by"" fund Africa"
allocator_dfi_crosscheck,SSNIT Ghana,IFC,"""SSNIT Ghana"" ""alongside"" ""IFC"" fund"
allocator_dfi_crosscheck,SSNIT Ghana,Proparco,"""SSNIT Ghana"" ""Proparco"" ""fund"" Africa ""limited partner"""
allocator_dfi_crosscheck,SSNIT Ghana,Proparco,"""SSNIT Ghana"" ""Proparco"" ""first close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,Proparco,"""SSNIT Ghana"" ""Proparco"" ""final close"" Africa fund"
allocator_dfi_crosscheck,SSNIT Ghana,Proparco,"""SSNIT Ghana"" ""anchored by"" fund Africa"
